bid,isbn,title,genre_id,fiction,edition,pub_date
2391135,051842975691,Dolore necessitatibus ipsa autem sit dolorem.,1,1,Neque quia ipsa modi mollitia aut. Consectetur voluptas ut vero culpa dolorum. Aut amet et fugit.
Dolorem non fugiat qui debiti,2022-09-21
2646482,488294782542,Ex libero et ex incidunt.,3,0,Doloribus sint omnis dolor. Ex et et in et aut. Eos voluptatum quae nam magni molestiae voluptas.,1985-07-16
2786404,553942568194,Rerum aut debitis optio similique et nulla repellendus.,29,1,Ut et autem ea alias et quas. Est tempore iusto sed ipsam et deleniti velit. Et quo non fugit optio assumenda recusandae illo.,1974-03-16
2825092,749643590487,Consequuntur fuga necessitatibus dolorum accusamus voluptatem.,76462,0,Modi voluptate velit id ipsum. Aut et reprehenderit illo delectus sapiente. Eos quia necessitatibus similique quaerat occaecati,1988-10-06
2825277,331691944793,Quis enim amet voluptates vero vel eligendi id.,1036267,0,Sunt omnis sed quisquam hic. Est saepe dolorum et. Et neque id velit eum quo et.,2000-11-05
2943342,902943736795,Vero quis qui optio impedit sed ut.,6,0,Tempore nostrum et eius qui atque. Aut voluptate odio qui eaque non. Aut ipsa maiores quod quod.,1995-06-15
3068712,115650021251,Excepturi voluptatibus eos veritatis cum.,25955,0,Et et id quae provident. Perferendis tenetur quis vitae. Laboriosam quisquam aut cum voluptas alias ea. Dicta impedit odit arch,2000-01-20
3103210,501328576071,Enim et minima magnam sint maiores.,9950107,0,Illum ex aut minus expedita vel. Sed ipsa laborum modi accusamus fuga. Voluptatum nostrum perferendis nobis ut sint et dolorum.,1972-09-06
3116414,746366319385,Quaerat qui laudantium tempore.,3,1,Quis qui maiores rem magnam velit. Possimus earum rem fugiat atque vitae blanditiis. Modi esse blanditiis fugiat aspernatur sin,1999-10-12
3234728,279712095282,Perspiciatis quibusdam nihil ipsam eos.,23788,1,Quasi sit sequi sit quas aut expedita quos. Explicabo consequatur vel eveniet doloremque perspiciatis maxime. Atque nesciunt qu,2004-03-14
3265728,989592710312,Nihil omnis reiciendis quasi recusandae sint quia.,0,1,In pariatur accusantium non vero. Aut adipisci consequatur qui illo rerum dolores nemo. Vel consequatur esse dolorum ex facilis,1979-07-07
3332050,859351542371,Et cumque eveniet in laborum cum.,3,1,Et dignissimos corporis aperiam adipisci. Provident quod numquam et deleniti sed. Laboriosam rerum sint voluptates dolorem aliq,1993-06-04
3371627,525078330985,Modi aspernatur explicabo dolores doloremque error pariatur harum.,9950107,1,Totam non quis vel. Eaque ipsum aut deserunt ut eos et vel itaque.,2008-03-21
3444636,204683517079,Ullam qui laboriosam iusto.,71330,1,Voluptatem in perferendis debitis. Consequatur quo sint illum dolor repellendus ipsum. Est deleniti magnam ea quos.,1970-11-12
3505102,236514506679,Fuga asperiores consequatur et repellat rem hic cumque.,29,1,Optio molestiae est hic qui dolorem neque voluptatem. Qui minima at aut et. Eius dolores rerum rerum.,1979-08-04
3506396,760243868771,Porro nihil nobis minus.,755,0,Optio non enim consequatur distinctio quos rerum beatae aut. Unde inventore quo quia. Ut qui quia minima amet dicta est.,2019-01-07
3603165,882901502457,Blanditiis qui rerum aut et eveniet.,44766,0,Et ut laudantium autem numquam et. Incidunt quibusdam non consequatur odio iure. Dolor error non quaerat esse officiis. Unde ea,2010-05-30
3775643,169078608400,Numquam ea ut eligendi fugiat quia.,30,1,Ducimus beatae possimus eos in. Qui atque eum consequatur repudiandae at alias aperiam illum. Sit excepturi maiores repellendus,2010-05-31
4000015,018764156633,Necessitatibus dolorem temporibus beatae est beatae aut.,71330,1,Et nihil corporis et est corrupti vero itaque. Ut omnis possimus eos. Voluptatem soluta error in voluptas.,2013-08-03
4020029,427203864417,Cumque iste corrupti vero deserunt odio nobis.,23788,1,Cupiditate praesentium voluptatum velit natus eos. Consequuntur rerum velit earum voluptas officia. Et accusantium inventore do,1996-01-15
4059856,954687875320,Ut recusandae nesciunt nostrum esse quis eius dolorem.,814751531,1,Possimus quis vero voluptas architecto consequatur architecto. Pariatur tempora quis error reiciendis. Repellat perferendis in ,2005-08-20
4083561,074780237822,Autem quo quae nulla officiis qui porro.,755,1,Ipsa deserunt id eum sit cupiditate quis iure. Autem consequuntur aut delectus placeat accusamus praesentium. Ut omnis consequa,2021-10-08
4164680,445937825822,Assumenda veniam distinctio cupiditate nulla sint nisi cumque.,755,1,Voluptatem nesciunt tenetur laboriosam illum necessitatibus ut quidem. Repudiandae delectus et iure voluptatem. Repudiandae ten,1972-06-17
4170313,801360304860,Ab consectetur placeat rerum ut odio totam ad.,9950107,0,Consequuntur dolorem dolor quibusdam aut quis sapiente. Molestiae culpa adipisci et quidem. Eum voluptatem in voluptatem blandi,1983-10-27
4181367,724545537298,Deserunt qui voluptates libero itaque tenetur.,814751531,1,Sint minus ducimus dolorem dolor. Ipsa ipsum dolorem a. Eius saepe non tempora perferendis.,2016-05-15
4243123,848935507844,Magnam laboriosam impedit ratione consequatur.,327651348,0,Velit blanditiis et necessitatibus eum. Necessitatibus qui ipsa sed deleniti. Itaque rem et eligendi molestiae voluptatibus. No,1995-10-25
4285330,524543016046,Placeat aut et deserunt.,9950107,1,Perferendis tempore sed est enim et rerum. Ea consequatur sit beatae sed reiciendis ea. Voluptas hic nisi sed perferendis sequi,2022-01-25
4346645,749847168576,Dolores modi facere reprehenderit consequatur.,17940666,1,Fugiat quo et sequi modi consequatur sit rerum quisquam. Dolores natus consectetur id odit quod magnam aut. Cupiditate rem reic,1978-11-15
4396539,730313474380,Quo aut ipsam consectetur est.,478072846,0,Quasi corporis quis pariatur. Dolor ad quod dignissimos ab. Adipisci nihil ducimus praesentium excepturi.,2023-04-18
4468685,253739542159,Assumenda et deserunt ducimus vero et aspernatur.,814751531,0,Occaecati excepturi exercitationem voluptatibus nam tenetur aliquam. Dicta et accusantium est voluptatem. Similique quasi rem q,2012-06-15
4489334,248177988365,Quis voluptatem illum et numquam neque atque.,755,1,Tempore quasi quod hic sed. Adipisci ad ex ducimus autem a laborum. Aspernatur labore recusandae atque dolorum consectetur in. ,1992-09-11
4691475,023109992964,Ut assumenda veniam sunt rerum labore.,9950107,1,Odio asperiores doloremque qui fugit itaque ut. Consequuntur error ratione rerum quia quasi ut quos. Tenetur assumenda voluptat,2002-09-01
4700720,432546618432,Mollitia consequuntur tempore ipsum cumque quia ea modi id.,656418706,1,Fuga temporibus voluptate reiciendis numquam. Ea et autem provident neque voluptas. Et vel harum exercitationem. Praesentium mi,2021-04-06
4736521,158565950063,Consequatur eveniet accusamus et excepturi omnis facere nesciunt.,656418706,1,Vero voluptatibus consequatur qui quos itaque. Sapiente rerum eveniet natus corporis blanditiis voluptatum vel.,1970-07-03
4810529,481992229951,Eveniet delectus eius est minima.,741,1,Repellendus natus vero sequi ut. Odit aspernatur enim incidunt voluptatem quo qui. Provident aut corrupti ea a.,2016-04-17
4846323,430604744043,Quia eos rem et dolores.,32486814,0,Ab dolorem praesentium sed dicta et nesciunt aut quibusdam. Ratione voluptatum ad exercitationem unde aut eligendi. Dignissimos,1994-03-10
4943205,734040213210,Ut occaecati et optio neque modi in.,478072846,1,Iusto illo perspiciatis facere. Hic est sit sapiente unde facere adipisci. Sed molestiae quod eos quisquam. Illo corrupti ducim,2023-04-11
5123116,042928323521,Et ratione cupiditate repellendus.,60505,0,Maxime tempore quia nam dolorem placeat qui modi voluptas. Illum harum distinctio incidunt. Voluptatem aut ipsam aliquid in vol,2020-05-20
5169277,088332479789,Consectetur sapiente dolores officiis itaque.,85247,1,Et eius incidunt odio ad eos iste. Ratione omnis hic et sed nisi voluptatem repellendus. Aut nihil omnis nostrum quam rem.
Sunt,2006-10-12
5178015,211966169477,Sunt numquam rem omnis voluptas molestiae sunt.,44766,1,Esse non dolor dolores aut dolorem. Nobis enim laudantium odit ex repudiandae enim. Ut ut aliquid quasi nemo aut distinctio at.,1991-06-01
5193926,712508965600,Non fugiat ea expedita inventore quasi praesentium.,8618,1,Quia porro est repellat dolore numquam. Voluptatem et et odit voluptatibus aut beatae inventore. Recusandae velit distinctio di,1994-11-10
5210967,483750921016,Hic repellat enim et ratione ab quidem doloribus.,478072846,0,Voluptas qui eum repellat. Perspiciatis minus numquam aut maiores qui expedita ipsa. Unde ut sint fuga voluptates saepe accusam,2005-09-23
5224859,033924866873,Et qui magnam fuga.,71330,1,Dicta ad pariatur nostrum ducimus. Dolore molestiae eum tempora. Esse sapiente ea repellat consectetur rem amet. Aut incidunt r,2024-09-10
5257241,334042949926,Adipisci consequatur porro quas ea ullam.,656418706,0,Unde et velit natus sed magni sit temporibus. Qui unde consequatur aut beatae dolor harum laudantium velit. Qui odit eos numqua,2015-12-14
5269461,797816330003,Temporibus voluptas at aut.,9950107,0,Commodi ut voluptas consequatur eum modi. Quis ut asperiores aliquid impedit. Totam velit aliquam et eos. Veniam animi reiciend,2009-10-21
5345489,733164287078,Ducimus consequatur autem fugiat deleniti est facere.,20908,1,Laboriosam occaecati voluptas adipisci necessitatibus voluptatem quam. Aliquid sunt consequuntur eum sunt eum. Qui corrupti ut ,2017-05-01
5387242,374643034195,Quia minima aperiam minima.,1132436,0,Odio non fugiat cumque et. Ut sed molestias sint nulla. Aut quo nemo reiciendis cupiditate. Rem quia nesciunt amet consequuntur,1970-12-18
5388260,308967615970,Autem ad doloremque est voluptas nemo eum.,32486814,0,Autem error ut consequatur ab. Sed iure temporibus eaque voluptatem assumenda quo velit. Quae dolorum illum praesentium nobis n,2013-01-10
5471636,950231345664,Consequatur iusto et magnam.,53,0,Soluta possimus rem ipsa nisi autem est harum. Eveniet voluptatem neque voluptas accusantium explicabo. Illum voluptates eum po,1996-01-13
5516577,226761573049,Inventore asperiores velit dolorem sapiente voluptas mollitia.,25955,0,Nisi voluptatem at asperiores qui. Reprehenderit itaque itaque est veritatis. Reiciendis beatae quam et sed. Et reiciendis dolo,2000-01-06
5637693,446347400216,Laboriosam hic reprehenderit accusamus minus nam.,30,1,Officia vel quidem veritatis est ut voluptas. Occaecati qui dolores debitis quia velit rem. Et est harum amet eius nam debitis ,2019-09-30
5710034,758118430031,Debitis fuga eum quam molestias quis nemo.,23788,0,Vero atque sit ad animi tenetur sit. Magnam praesentium consectetur ullam. Impedit in sed officiis odit expedita. Delectus non ,2006-10-25
5757229,402240060665,Consequatur quidem et repudiandae aperiam.,9950107,0,Sit aperiam nemo deserunt dicta reprehenderit ex ex non. Sequi quae voluptates quia iure itaque delectus. Non vel laborum elige,1970-05-17
5967289,873096669091,Nihil commodi harum quia tempore voluptate.,36235,1,Doloremque et delectus et. Non enim omnis eaque suscipit consequatur sed. Neque et pariatur sed nihil.,2008-01-13
6038695,984744740125,Architecto omnis optio neque voluptas neque.,36235,1,Adipisci magnam eos quam voluptatum cumque eos est. Dolor optio qui placeat perferendis magni laborum pariatur necessitatibus. ,2017-01-18
6068420,697225547713,In mollitia enim ipsa velit eum et.,76462,1,Ipsam tenetur et quaerat expedita ad quis. Qui error doloremque dolores aut qui. Explicabo occaecati vel dolorum est. Repellat ,2006-11-12
6201786,007319191173,Qui molestias et accusamus libero deserunt esse.,483,0,Velit et eum deserunt facilis ducimus. Ipsam consequatur similique saepe optio ut aliquid. Commodi aut mollitia cumque eius. Fu,1989-01-11
6225434,863574578804,Sed enim quasi est.,12985531,1,Deleniti provident et voluptatem omnis quam. Illum voluptatem maxime molestiae ut omnis dolore. Et quaerat quam accusantium rat,2020-01-21
6273141,319994137070,Veritatis cum tempore assumenda aut cumque cupiditate ab.,8,1,Voluptatibus aut quo ut minima. Reprehenderit itaque et excepturi ex debitis fugiat quaerat doloribus. Atque quo dicta non modi,1983-02-04
6451122,943634756730,Sed similique autem perferendis et dignissimos perspiciatis.,914703,1,Assumenda ut placeat est adipisci cupiditate officia. Aspernatur ut amet ipsa possimus adipisci. Velit deserunt mollitia consec,2012-08-03
6468014,376121142172,Est sit necessitatibus amet aut.,8618,1,Soluta ipsum repudiandae repellat libero nostrum. Dolores sed aliquam vero et ut laboriosam. Sunt quia recusandae et nobis et q,2016-06-04
6605456,899230021620,Voluptatibus sit tenetur doloremque autem.,12456,1,Illo veniam enim incidunt rerum voluptatem debitis est sit. Asperiores esse id est excepturi veniam. Iste dolorum reiciendis ad,1989-08-27
6625231,198903323198,Pariatur sed earum sunt adipisci voluptatem reiciendis.,6034081,1,Excepturi totam quod ut non sit necessitatibus consequatur. Ipsum sint cum id repellendus. Inventore blanditiis aut magni eaque,1976-10-23
6767327,613164098292,Dicta sit aspernatur inventore.,908067905,0,Incidunt et et sequi amet fugit. In error provident dolores aut. Soluta omnis itaque consectetur neque et eveniet. Enim non mol,1979-09-04
6844073,533428458822,Rerum pariatur sequi neque qui velit iure.,60505,1,Veritatis consequatur excepturi unde nisi. Sed deleniti accusantium doloremque expedita similique. Eius officia quidem maiores ,1997-05-20
6862410,339777536230,Rerum explicabo quis fuga expedita.,76462,1,Hic nobis fugit ullam quae veniam est. Voluptatum blanditiis dicta id omnis commodi qui ut. Aut voluptatem dolorem sequi omnis ,1998-01-03
7043763,264921086072,Aspernatur ipsum at dicta laboriosam expedita.,327651348,0,Minima nihil harum voluptatem corporis dolorum est cupiditate. Est ipsum omnis ad minima et incidunt animi. Aut iure aspernatur,2010-10-12
7091139,126718517806,Non aut iusto animi excepturi minima.,8,0,Ut voluptas illum adipisci sit libero et neque. Velit ut corporis consequatur repellat. Aspernatur sunt minima recusandae hic. ,1972-04-16
7244434,900368752473,Laborum et molestiae qui incidunt sint repudiandae distinctio temporibus.,3,1,Suscipit accusantium et aut velit fugit. Sit sunt libero laborum dolor. Sunt qui delectus vel ex. Tenetur totam debitis qui nec,2008-08-22
7250798,258164150514,Aut similique et et nulla.,20908,0,Minus velit a cupiditate ut. Totam provident assumenda vel ut. Ratione eveniet vel quia in aperiam enim qui. Atque rerum volupt,2008-07-14
7316321,174290245986,Modi aut vel ad dignissimos nemo.,327651348,0,Aperiam voluptatem consequatur placeat officiis. Sed quidem autem et illo voluptatem reiciendis consequatur est. Ex laborum sed,1996-07-23
7347805,246833747135,Nihil magni eum qui fuga ut voluptate dolores nesciunt.,1036267,1,Est consequuntur nobis aspernatur dolor dolorem vel quibusdam. Eos et velit omnis tenetur ut. Qui ea voluptatem dolor debitis. ,1980-11-02
7474857,202342429895,Autem aliquid corporis eos itaque molestiae odit unde.,1,1,Quia et dolore et magni neque tempore illo. Modi ipsam tempore aut expedita. Voluptates est ut est iste quia. Aut minus nobis a,1983-07-11
7579007,124156319021,Nam fugit rem necessitatibus enim.,6034081,1,Officiis consequatur autem voluptatem illo. Et et exercitationem nisi fuga. Odio earum hic animi sed veritatis atque. Ratione i,2001-09-13
7579037,369576796401,Et inventore ut tempora natus fugit rerum.,29,0,Nesciunt voluptate facilis exercitationem doloribus. Magni voluptas recusandae molestias tempora illum. Cumque harum quia in la,2001-05-08
